26,45
31,55
36,65
41,75
46,85
51,95
56,105
61,115
66,125
71,135
76,145
81,155
86,165
91,175
96,185
49,91
54,101
59,111
64,121
69,131
74,141
79,151
84,161
89,171
94,181
99,191
104,201
109,211
114,221
119,231
