20,42
30,53
40,64
50,64
60,75
70,75
80,75
90,75
100,75
110,86
120,86
130,86
140,86
150,86
160,86
20,42
30,53
40,64
50,64
60,75
70,75
80,75
90,75
100,75
110,86
120,86
130,86
140,86
150,86
160,86
